高峰专线62,桃源村
11,国贸①
978,六和地铁站
M139,黄阁坑地铁站
M225,龙华玉龙新村公交站
21,南头古城
906,康乐五区
M189,技术大学地铁站东
M204,莲花中学
203,兴华宾馆东公交站
339,沙元埔
M137,坂田北地铁站
M559,地王大厦
M265,禾花地铁站
203,门诊部1西行方向
M190,洪湖公园②
M559,上沙村
29,门诊部①
13,上海宾馆
M380,梅沙街道办1
313,民乐地铁站4
381,笋岗村牌坊
B878,禾花地铁站
80,沙尾
718,丽景城
M199,沙头角地铁站
M418,鲤鱼门地铁站
M484,南油西地铁站
M202,翰岭地铁站
338,华丰工业区公交站①
高快巴士81,奥林华府
M196,海滨浴场3
223,海关综合大楼
M221,莲花中学
M325,坪山围
M401,红岭南路1
13,华强南
高峰专线189,华南城地铁站
69,笋岗街道办
17,湖贝地铁站
M362,梅沙街道办2
M206,光明大街地铁站
E25,红岭泥岗立交
M433,科技园①
E17,火车站
M311,深圳东站东广场
M347,福田保健院
M245,诺铂广场
M138,福华新村
M299,西丽社区②(往北)
M491,南坑村
M133,福田保健院
M499,福田口岸公交总站
E6,大运中心
M310,塘尾地铁站
高峰专线73,木棉湾地铁站1
P449,通新岭地铁站
334,万科城
13,木头龙
M382,碧海湾地铁站
M412,平吉大道辅岐路口
M570,康乐学校
366,丹竹头地铁站
M396,双龙地铁站①
M329,石芽岭地铁站
M413,白石洲②
376,市慢性病防治院
321,木棉湾地铁站1
M491,坂田石化新村
29,湖贝地铁站
M562,荔园大厦
M460,梅林阁
P320,田贝①
M182,南航公司
229,荔林地铁站
312,布吉中学
高快25,岗厦北地铁站①（北侧）
M560,新安交警中队
M528,华丰工业区公交站①
629,薯田埔地铁站
M357,荷坳地铁站
M473,宝安中心站②
369,大冲①
B985,桥头地铁站
M221,中海日辉台
M447,招商银行大厦②
223,黄贝岭地铁站②
306,火车站
605,新安交警中队
B971,长圳地铁站
高快巴士47,西乡大道西岗路口
19,龙井地铁站
高峰专线21,广中医深圳医院
324,科技园①
123,华新村公交总站
392,西丽社区①(往北)
M314,莲塘口岸①
M371,灵芝地铁站
833,大运地铁站
M465,海滨浴场1
高峰专线97,市慢性病防治院
213,景新花园②
395,上川地铁站
M191,门诊部①
14,福华新村
B611,侨香地铁站
M152,民治地铁站
312,草埔地铁站
62,田贝地铁站
M158,梦海地铁站
E8,广中医深圳医院
M157,邮轮中心总站
308,盐田区政府(B站台)
M205大站快车,火车站
M430,蛇口港地铁站
M190,田贝①
M268,深圳东站①
M282,万科城②
366,皇岗口岸
M568,中海日辉台
M224,岗厦地铁站
324,大冲①
366,坪山广场地铁站
M326,坪山规自局
M527,南山书城地铁站②
M448,星光之约
M310,木棉湾地铁站1
8,红岭南路1
M494,沙浦围牌坊
M267,布吉中学
高快巴士31,招商银行大厦①
M324,凉帽村
M320,吉祥地铁站②
75,中级法院
M266,爱联地铁站
M105,红岭泥岗立交
M355,流塘派出所
M220,南联地铁站
M393Q,深圳北站东广场
M562,科苑地铁站
M402,金光华广场
M486,白石洲②
B964,卓越后海中心
M169,福田保健院
B617,塘朗地铁站
B675,坑梓街道办
M346,万科城
M206,新安税务
103,东门⑤
104,华侨城医院
M379,上屋地铁站
322,石芽岭地铁站
612,星光之约
M561,桃源村东
M133,深圳湾公园地铁站
M182,黄贝岭地铁站④
810,龙岗中专
M324,甘坑地铁站
M388,沙井地铁站
M377,宝安中心站
366,坪山大道东纵路口
B904社区微巴,新安税务
324,白石洲②
M222,广中医深圳医院
M181,平湖火车站（公交站）
103,上沙村
915,坪山大道龙坪路口
M437,盐田区政府(A站台)
43,白石洲③
339,沙尾
M526,广中医深圳医院
M418,南油西地铁站
M197,翻身地铁站①
B968,翠海花园
60,翰岭地铁站
M106,水湾地铁站
E23,大运地铁站
M375,南山花园
高快巴士56,陂头背新村
高峰专线160,奥林华府
1,人民南地铁站
M204,雅颂居
387,盐田区政府(A站台)
8,红岭泥岗立交
M493,招商发展中心
M194,固戍地铁站
P759,通新岭地铁站
323,笋岗街道办
331,黄田2
M265,西环吉华路口
M512,松岗派出所
M430,海月地铁站公交站
M299,科苑地铁站
M408,金光华广场
B937,沙井地铁公交接驳站
1,金光华广场
高峰专线166,桃源村东
E27,黄阁坑地铁站
69,深中泥岗分校北
71,东海实验小学
M239,草埔地铁站
B728,软件产业基地
26,福民新村站
204,蛇口港地铁站
M277,坪山围
M527,华丰工业区公交站②
高峰专线29,深坑工业区站
M133,海关综合大楼
M207,体育馆①
M347,大运地铁接驳站1
214,地王大厦
M227,上李朗地铁站
M429,西丽社区①(往北)
M568,万科城②
B900,松岗地铁站
79,南山妇幼保健院
M575,东纵纪念馆站
M409,前海兴海路口
10,市妇幼保健院红荔院区（注红荔路）
B621,莲塘口岸②
M408,坂田北地铁站
M233,坂田北地铁站
M584,坂田交警中队
M443,坪山围
M295,坪山广场地铁站
122,城市山林东
M276,双龙地铁站①
M102,高训大厦（福强路西侧北）
818,双龙地铁站②③
71,上沙村
M598,松岗地铁换乘站1
M294,大运地铁接驳站1
104,丽山路南站（北行）
M183,高科技中心
101,岗厦北地铁站②
M361,坪山围
M447,坂田地铁站
M181,华南城地铁站
70,华侨城地铁站
M358,丹竹头地铁站
720,光明大街地铁站
223,湖贝地铁站
高峰专线5,科技中学
M133,福民地铁站
M400,水湾地铁站
605,西乡大道
977,深圳东站①
324,梅林三村东
M446,大运中心
369,白石洲②
高峰专线150,南山党校
M306,老围新村
M324,六约地铁站
M549,红花山地铁站
M265,布吉中学
204,南山派出所
M476,岗厦村
M360,大运地铁站
B741,百鸽笼地铁站
308,市慢性病防治院
369,南航公司
334,中海日辉台
229,鹿丹村站
302区间线,海馨苑
E31,机场海关
N9,孖岭社康中心
12,市二医院①
M172,深圳东站①
M322,炳坑村站
M282,万科城①
M132,市总工会公交站
303,群星广场
M279,东纵纪念馆站
351,六约地铁站
高快巴士53,软件产业基地
高快巴士34,万科城
M234,合水口地铁站
高峰专线119,长岭陂地铁站
E29,深圳北站东广场
B954,百鸽笼地铁站
8,六约北地铁站
M247环线,固戍地铁站
321,火车站西广场
M379,新安交警中队
M527Q1,华丰工业区公交站①
377,福民新村站
M575,坪山广场地铁站
M378,洪浪北地铁站
M383,坂田北地铁站
M102,通新岭地铁站
219,碧头地铁站北
E34,六和地铁站
M387,桥头地铁站①站
高峰专线31,大冲①
N4,协和深圳医院东
M508,大芬地铁站2
104,湖贝中路
高快2,双拥街地铁站
M465,深圳外国语学校西
M506,南航公司
高快巴士31,长圳地铁站北
M375,宝安体育馆
M158,深港创新中心（创新商务中心）
B683,深南科苑立交北
M559,田贝新村
M467,荔林地铁站
M398,广中医深圳医院
M102,福田保健院
720,光明中心站
M570,华乐社区
E3,南山派出所
M295,六约地铁站
M283,木棉湾地铁站1
M393,诺铂广场
B887,华丰工业区公交站①
B926,凤凰城地铁站
M210,西岸花园
M440,坪山公安分局
12,地王大厦
74,红花岭站(西行)
M447,翰岭地铁站
M376,翻身地铁站
M447,深南香蜜立交①
高峰专线121,薯田埔地铁站
767,上屋地铁站
8,深坑工业区站
E5,陂头背新村
M584,通新岭地铁站
M203,深圳石油大厦
322,华新村
N24,卓越后海中心
M403,东门中①
222,市二医院①
M487,侨城东地铁站
M566,南坑村
M223,新彩隧道口
M391,翰岭地铁站
M528Q,华丰工业区公交站②
M194,白石洲②
M567,一层公交站台
P84,市总工会
1,火车站
610,灵芝公园北
M401,体育馆①
351,塘坑地铁站
M261,华南城地铁站
M346,坂田交警中队
8,火车站西广场
B878,华南城地铁站
122,海上世界地铁站
M350,黄田1
M307,双龙地铁站①
322,木古地铁站
351,荷坳地铁站
高峰专线31,广中医深圳医院
218,莲塘口岸①
B689,新洲村
74,长岭陂地铁站
M326,坪山大道龙坪路口
M386,奥林华府
高快巴士12（开往大梅沙闻檀道场站）,莲塘口岸①
M467,城市山林东
235,西丽社区①(往北)
M284,学府雅苑
70,白石洲②
M383,黄贝岭地铁站④
303,妇幼保健院红荔院区（注红荔路）
M348,广岭
211,罗湖小学①
M430,登良地铁站
高快巴士41,南坑村
M112,地王大厦
M577,民乐地铁站北公交场站
M508,金光华广场
M295,丹竹头地铁站
E15,翻身地铁站
229,南油西地铁站
M197,留仙洞地铁站
312,田贝①
甘坑小镇北门假日专线,石芽岭地铁站①
B614,泥岗村北
高峰专线165,高新园地铁站
M378,新安税务
73,科技中学
979,平吉大道辅岐路口
802,大运中心
306,木棉湾地铁站1
N6,孖岭社康中心
980,上水径
307,草埔地铁站
M527Q2,华丰工业区公交站②
M346,坂田石化新村
M217,二层公交站台
303,皇岗村
E27,奥林华府
M281,百鸽笼地铁站
M530,华丰工业区公交站①
358（快线）,大运地铁站
P2,通新岭地铁站
NA6,凤凰城地铁站
高峰专线221,坂田交警中队
M398,坂田地铁站
M329,翠北实验小学
M507,南油西地铁站
M272,坂田交警中队
26,新洲村
104快线,门诊部①
M277,石湖龙居民小组站
37,塘朗地铁站
60,民乐地铁站2
M419,福围
75,市总工会
M493,明华中心站
M385,红花岭站(西行)
M205,金光华广场
324,华侨城地铁站
M519,新洲村
M522,新安交警中队
113,岗厦北地铁站①
M458,炳坑村站
M363,甘坑地铁站
357,洪湖公园①
M430,海上世界地铁站
810,双龙地铁站①
36,西丽社区②(往北)
12,市总工会
12,通新岭地铁站
M103,高训大厦（福强路西侧北）
M239,木棉湾地铁站1
225,红岭地铁站
58,荔园大厦
M573,佳业路口
316,长圳地铁站
317,翰岭地铁站
M138,岗厦村
M365,一层公交站台
83,人民南地铁站
M356,光明大街地铁站
M579,翰岭地铁站
高峰专线62,华侨城医院
B667,留仙洞地铁站
A5,锦龙地铁站
M528,深南科苑立交北
M377,新安税务
322,上李朗地铁站
M500,莲花中学
M330,君逸世家
M470,君逸世家
978,坪山广场地铁站
M192,草埔地铁站
M406区间,深圳东站①
M299,大运地铁站
M547,丹竹头地铁站
高快巴士13,黄贝岭地铁站①
73,福田保健院
M302,平吉大道辅岐路口
334,福田农批市场
N12,孖岭社康中心
M565,布吉中学
M217,红花岭站（东行）
NA11,翻身地铁站
M404,田贝②
42,白石洲③
81,深南科苑立交北
366,坪山大道龙坪路口
M395,黄田1
M519；303,上沙村
E34,大运地铁站
915,坪山广场地铁站
23,荔枝公园
377,百鸽笼公交接驳站
M205,火车站
237,西丽社区②(往南)
M458,宝龙地铁站
811,双龙地铁站①
B737,海月地铁站2公交站
M411,薯田埔地铁站
62,国花路口站
M500,上沙村②
M295,深圳东站东广场
113,东门③
B833,沙井地铁站
M333,沙井地铁站
M197,西岸花园
M415,坂田地铁站
M300,家和花园
M398,农林地铁站
M527,招商发展中心
M139,丹竹头地铁站
M525,坂田交警中队
74,南航公司
60,万科大厦
M386,龙岗天安数码城①
高峰专线201,万科大厦
M133,招商发展中心
旅游10线,爱联地铁站
M463,南航公司
B972,光明中心站
M593,龙岗中专
M558,宝华地铁站①
M551,官田地铁站
M299,长岭陂地铁站
366,坪山中心地铁站
M136,坑梓地铁站
高快巴士20,体育馆东
223,白石洲①
高峰专线175,龙田路口
323,百鸽笼公交接驳站
高峰专线29,岗厦地铁站
3,地王大厦
M363,岗厦北地铁站①
M484,南山党校
220,莲塘口岸②
B995,桂湾地铁站
906,华乐社区
B917外环,龙华玉龙新村公交站
833,坪山公安分局
高峰37,翰岭地铁站
M273,石芽岭地铁站①
M399,东门④
833,龙岗中专
328,万科城②
M312,翰岭地铁站
M167,坳背地铁站
M389,福田区委
18,笋岗村牌坊
M106,上海宾馆东
M151,石井社区
B612,中级法院
M282,民治地铁站
N6,景新花园①
M383,黄贝岭地铁站②
80,上沙村
高峰专线150,荔园大厦
377,洪湖公园①
M415,丹竹头地铁站
M303,盛平地铁站
高峰专线97,少儿图书馆（注红荔路）
M313,深南科苑立交北
73,火车站西广场
K113,福田区委
M296,六和地铁站
19,桃源村
M102,福华新村
M375,大新小学
73,湖贝地铁站
惠州208,双龙地铁站①
M136,龙田路口
72,南山妇幼保健院
高峰专线34,深圳石油大厦
B638,塘朗地铁站
M294,石井社区
M374,炳坑村站
385,群星广场
M425,宝安税务局
莞深001线,松岗派出所
M541,西环吉华路口
M482,地王大厦
313,富豪花园
M395,灵芝地铁站
324,万科大厦
M102,上海宾馆
308,布心花园
M102,高训大厦（福强路东侧）
M564,坪山围
M520,盐田区政府(B站台)
M207,市二医院①
27,黄贝岭地铁站②
M520,海滨浴场1
M404,洪湖公园①
201,深云村
M551,上屋地铁站
高快巴士49,上屋地铁站
M347,深圳湾公园地铁站
M558,华丰工业区公交站②
M439,锦龙地铁站
M201,翰岭地铁站
M203,草埔地铁站
M380,塘坑地铁站
M527Q2,华丰工业区公交站①
M373,湖贝地铁站
610,凤凰岗村
M173,南坑村
M383,家和花园
E34,坪山规自局
M272,百鸽笼地铁站
M377,坪洲地铁站
369,田贝②
M299,塘朗地铁站
M525,光明大街地铁站
M355,宝田一路地铁站
704,凤凰岗村
M575,坪山大道龙坪路口
12,市总工会公交站
M329,深圳东站②
B683,高科技中心
M417,民田路公交总站
B887,华丰工业区公交站②
M325,坪山规自局
M408,深圳东站②
M190,上海宾馆
M435,南头古城
M229,六约新村东站
85,北山工业区
M391,民乐地铁站2
M468,莲塘口岸②
M435,大冲①
323,白石洲②
M455,红花山地铁站
323,大冲①
54,西丽社区①(往北)
M103,岗厦村
M303,炳坑西区站
E6,龙城广场地铁站②
M139,深圳东站东广场
M435,黄田1
M194,大冲①
M465,海滨浴场
B888,固戍地铁站
74,西丽社区②(往北)
M507,大新小学
M429,高科技中心
M182,黄贝岭地铁站①
M439,坪山公安分局
339,高训大厦（福强路西侧北）
西湾公园假日专线1,坪洲地铁站
308,广岭
23,岗边村①
M564,东纵纪念馆站
M508,火车站
M217,长岭陂地铁站
M437,福田党校①
M501,吉祥地铁站①
392,西丽社区①(往南)
M377,碧海湾地铁站
M447,大运中心
802,石湖龙居民小组站
M402,布吉中学
M546,宝龙地铁站
M133,南山书城地铁站②
M304,老围新村
M320,第三高级中学
P300,通新岭地铁站
M372,大冲①
963,坪山中心公园
M421,塘坑地铁站
M183,洪湖公园①
B878,平吉大道辅岐路口
72,桃源村东
306,布吉中学
B982,深圳外国语学校西
M359,荷坳地铁站
216,海馨苑
G76,一层公交站台
K204,岗厦北地铁站①（北侧）
215,上沙村②
M306,尚景地铁站
122,红花岭站(西行)
M172,翠园中学东晓校区
高快巴士37,上海宾馆东
N17,市总工会公交站
366,龙田路口
107,华侨城医院
M271,坂田北地铁站
B829,新安税务
202,上沙村
18,笋岗街道办
203,翠竹苑
M466,华乐社区
虹桥公园假日专线1,光明大街地铁站
M349,宝安税务局
60,福田保健院
高峰专线91,福华新村
M570,横岗地铁站①
M567,中海日辉台
43,红花岭站(西行)
M318,双拥街顺昌路口
高快巴士5,黄贝岭地铁站②
M364,大新小学
M317,龙岗天安数码城①
B760,坪山大道龙坪路口
M405,上海宾馆东
M192,上海宾馆东
M300,大芬地铁站2
73,岗边村①
P364,福田农批市场
B870,腾邦大厦
23,红岭泥岗立交
49,丽山路南站（北行）
M377,翻身地铁站
高快巴士40,万科城
B601,蛇口港地铁站
322,大芬地铁站2
M308,龙园路口
M329,彩福大厦
M509,东门③
M165,大运中心
M295,木棉湾地铁站1
E10,岗厦地铁站
351,罗湖小学①
M416,凤凰城地铁站
P172,通新岭地铁站
325,高新南站
M521,岗头地铁站
58,深云村
113,南山书城地铁站②
316,西丽社区①(往南)
M220,龙岗智慧家园站
357,木棉湾地铁站2
中旅东部快线（K528）横岗线,火车站
B737,海月地铁站公交站
M483,荔园大厦
M387,塘尾地铁站①
B964,登良地铁站D出口（招呼站）
923,大运地铁站
M229,黄阁坑地铁站
M443,坪山大道龙坪路口
303,田贝②
60,梅林三村
M376,宝安中心站
978,坪山电子城①
862,双龙地铁站①
B882,丹竹头地铁站
M340,二层公交站台
201,桃源村东
13,妇幼保健院红荔院区（注红荔路）
M165,市二医院①
M554,长岭陂地铁站
M182,洪浪北地铁站
M192,石芽岭地铁站
M559,门诊部1西行方向
M325,坪山中心公园
M234,沙井地铁站
M158,前海湾花园南
高快巴士42,沙元埔
939,石井社区
M383,民乐地铁站4
M140,水贝地铁站
B976,华丰工业区公交站①
N10,皇岗村
M241,招商发展中心
80,振华路中
高峰专线97,布心花园
N12,海馨苑
摩天轮假日接驳线,宝华地铁站①
M437,盐田区政府(B站台)
M440,坪山规自局
M266,双龙地铁站②③
939,石井地铁站
M245,公园路西一巷
81,南山村
M404,深圳东站②
M359,双龙地铁站②③
M300,星光之约
45,科技中学
B613,坂田石化新村
M122,航苑大厦
E12,城市山林东
M266,塘坑地铁站
107,体育馆①
M524,坂田地铁站
220,黄贝岭地铁站④
M267,坂田交警中队
73,皇岗村
M213,翠北实验小学
M483,南航公司
366,深圳东站①
M486,红树湾地铁站
M295,坪山公安分局
B957,国花路口站
704,流塘派出所
381,黄贝岭地铁站②
M559,红岭南路1
M229,龙岗中专
M500,民治地铁站
M310,桥头地铁站
M347,新彩隧道口
333,体育馆①
M572,坂田交警中队
115,新彩隧道口
M526,田贝①
M481,富豪花园
M229,坳一村
M213,太宁路西
M245,华丰工业区公交站②
M359,吉祥地铁站②
B976,华丰工业区公交站②
M473,泰华阳光海①
N08,西丽社区②(往北)
莞782,龙岗中专
M463,荔园大厦
M440,罗谷居民小组
862,龙城广场地铁站②
中旅东部快线（K533）观澜线,火车站
324,梅林三村
226,西丽社区②(往南)
337,黄田1
316,翠海花园
M241,城市山林东
高峰专线64,坪山广场地铁站
M584,体育馆东
B613,妇儿大厦
M207,莲塘口岸②
M556,龙园公园
317,海馨苑
高峰专线165,高新南站
M512,沙浦围牌坊
M139,龙城广场地铁站②
高峰专线73,人民南地铁站
333,中级法院
312,坂田北地铁站
58,广中医深圳医院
M154,禾花地铁站
41,科技中学
M194,大芬地铁站2
M389,红岭泥岗立交
M567,华为单身公寓北
391,雅颂居
383,群星广场
M533,星光之约
M392,民治地铁站
惠阳168A,坑梓地铁站
M133,皇岗村
M541,布吉中学
M245,灵芝公园北
201,广中医深圳医院
高快巴士81,坂田交警中队
M460,长岭陂地铁站
M526,深圳石油大厦
369,岗边村①
915,坪山中心公园
高峰专线31,宝田一路地铁站
M400,南油西地铁站
M409,南山花园
M458,龙岗智慧家园站
328,南坑村
85区间,深圳东站西广场
M448,科技园①
E9,高科技中心
M203,桃源村
M234,龙井地铁站
M360,龙岗天安数码城①
1,罗湖小学②
214,莲塘口岸②
M197,诺铂广场
615,宝安税务局
M102,市总工会
M224,石芽岭地铁站①
M139,大运中心
M508,石芽岭地铁站
223,地王大厦
328,农林地铁站
P119,市总工会
M350,宝安体育馆
M357,炳坑村站
高峰专线22,深圳石油大厦
325,深南科苑立交北
深惠168B线,沙田地铁站2
395,诺铂广场
833,爱联地铁站
M183,妇幼保健院红荔院区（注红荔路）
M451,长圳地铁站
M213,体育馆①
215,上海宾馆
E27,龙岗中专
727,机场海关
M246,航城街道办
205,盐田区政府(A站台)
M243,西丽社区①(往北)
A7,华为单身公寓北
M566,一层公交站台
83,东湖路
366,塘坑地铁站
225,妇幼保健院红荔院区（注红荔路）
321,坂田地铁站
220,湖贝地铁站
615,上川地铁站
324,华强职校
610,新安税务
M556,龙园路口
M364,广岭
339,岗厦村
M203,健康花城
M311,平湖火车站（公交站）
M292,坂田交警中队
M169,福民地铁站
E34,龙田路口
M220,龙岗中专
B832,灵芝地铁站1
M205,人民南地铁站
M561,海滨实验小学
E34,龙城广场地铁站②
358,盐田区政府(B站台)
M235,丽景城
11,东门中①
M460,中级法院
307,金光华广场
222,招商银行大厦③
303,福田保健院
M155,坂田石化新村
东莞216,碧头地铁站北
M425,公园路西一巷
M302,民治地铁站
M277,双龙地铁站②③
E36,翻身地铁站
B879,沙井地铁公交接驳站
M398,坂田医院
104,红花岭站(西行)
M518,公园路西一巷
M229,康乐五区
E36,平峦山地铁站公交站
M521,坂田石化新村
13,少儿图书馆（注红荔路）
M239,田贝①
M560,新安税务
高峰专线167,凤凰城地铁站
964,东纵纪念馆站
M190,塘坑地铁站
M201,民乐地铁站2
320,碧海湾地铁站
M447,民乐地铁站3
M165,奥林华府
M206,凤凰城地铁站
B689,上沙村②
M347,荔园大厦
高快巴士27,岗厦地铁站
M192,田贝①
85,深圳书城
M520,盐田区政府(A站台)
606,富盈门站
M102,福民新村站
M578,万科城
中旅东部快线（K528）龙岗线,火车站
939,坪山火车站南广场
M546,锦龙地铁站
214,岗边村①
M276,龙岗天安数码城①
M329,丹竹头地铁站
612,坂田石化新村
M427,沙田地铁站1
高快巴士31,长圳地铁站
M131,丽景城
M240,草埔地铁站
317,上沙村②
1,东门中①
80,上沙村①
M573,双拥街顺昌路口
M273,凉帽村
326,深南香蜜立交①
M418,海月地铁站1公交站
M486,白石洲③
M552,后亭地铁站
B924,盐田区政府(B站台)
1,国贸①
M379,官田地铁站
E25,红岭南路1
M191,兴华宾馆东公交站
M266,荷坳地铁站
M347,南坑村
M460,万科大厦
M403,建设路总站
M133,深圳湾公园地铁站①
M389,高训大厦（福强路东侧）
M324,石芽岭地铁站
M182,灵芝公园北
941,锦龙地铁站
5,红岭泥岗立交
M543,坂田交警中队
58,体育馆东
978,坪山围
青青世界公园接驳专线,南山花园
73,高训大厦（福强路西侧北）
322,红岭地铁站
M584,市总工会
M463,西环吉华路口
395,宝安税务局
P364,广中医深圳医院
高快巴士81,龙岗中专
M102,岗厦北地铁站②
M202,市妇幼保健院红荔院区（注红荔路）
旅游9线,固戍地铁站
201,深圳石油大厦
M576,坪山街道办
E26,盐田区政府(A站台)
高峰专线122,卓越后海中心
605,凤凰岗村
M183,华新村公交总站
M362,盐田区政府(A站台)
M383,福田党校①
101,西丽社区②(往南)
818,石湖龙居民小组站
334,坂田交警中队
M225,民治地铁站
M345,高科技中心
A7,地面交通中心15号门外公交车上客区
M383,万科城
M383,星光之约
高峰专线32,黄贝岭地铁站②
B963,光明中心站
B902社区微巴,盐田区政府东(B站台)
62,福田保健院
82,金光华广场
E8,门诊部1西行方向
810,黄阁坑地铁站
615,固戍地铁站
222,科技中学
M482,红岭南路1
M446,龙岗天安数码城①
M467,卓越后海中心
M105,少儿图书馆（注红荔路）
M239,洪湖公园②
M192,地王大厦
M138,高训大厦（福强路东侧）
B607,深大地铁站
358,大运地铁站
M304,盛平地铁站
M519,购物公园地铁站
606,流塘派出所
M191,深南香蜜立交①
M360,荷坳地铁站
64,华新村公交总站
M205,盐田双拥公园
316,西丽社区①(往北)
M500,上沙村
M369,深圳北站东广场
M203,洪湖公园①
深惠1线,沙田地铁站1
M400,蛇口港地铁站
357,草埔地铁站
M395,机场海关
M178,松岗派出所
观光巴士绿线,华盛奥特莱斯
E27,万科城②
313,扬马市场
101,白石洲①
222,孖岭社康中心
328,华为单身公寓北
M506,南油地铁站②
M139,双龙地铁站①
M384,坑梓街道办
376,太宁路西
13,华新村
836,草埔地铁站
M276,东升学校
M308,双龙地铁站①
M190,市公安局①
M295,坪山大道龙坪路口
216,市妇幼保健院红荔院区（注红荔路）
236,莲花山西①
385,华新村公交总站
M213,田贝①
M393,上川地铁站
M246,洪浪北地铁站
326,岗厦北地铁站①（北侧）
M347,南山党校
334,万科城②
201,梅林阁
M272,上水径
M453,火车站西广场
M446,第三高级中学
M343,塘朗地铁站
101,岗厦北地铁站①
74,荔林地铁站
B826,宝安中心站
M269,坂田北地铁站
41,华新村公交总站
M339,民乐地铁站5
M242,南油地铁站①
M518,大新小学
M359,大运地铁站
E19,A出入口｜公明广场地铁站①
B964,登良地铁站C出口（招呼站）
高快巴士47,宝田一路地铁站
M233,深圳东站①
M527,固戍地铁站
高快巴士48,草埔地铁站
M499,华强职校
M468,广岭
306,东门中①
M398,福田党校①
B967,凤凰城地铁站
E27,万科城①
M361,坪山电子城①
372,木棉湾地铁站1
M347,南山村
61区间线,火车站西广场
M377,宝安中心站②
201,梅林三村
E12,深圳湾公园地铁站
818,龙岗中专
M326,锦龙地铁站
高峰专线150,向南东村
M173,坂田石化新村
M415,深圳东站交通枢纽公交场站
大鹏假日专线4,门诊部①
虹桥公园假日专线2,光明大街地铁站
M393,新安税务
369,侨城东地铁站
M229,坳背地铁站
M192,大芬地铁站2
978,坪山大道龙坪路口
M493,海上世界地铁站
M184,学府雅苑
M563,华乐社区
M102,福民地铁站
M473,碧海湾地铁站
M493,湾厦地铁站
M130,一层公交站台
802,坪山火车站南广场
333,民乐地铁站4
307,洪湖公园①
303,布吉中学
M373,火车站西广场
377,上海宾馆
M138,红岭北地铁站
61,火车站西广场
308,布吉中学
M393,丽景城
M233,坂田地铁站
M484,城市山林东
M588,市二医院①
高快巴士12,海滨浴场
62,上海宾馆
M300,二层公交站台
M295,深圳东站交通枢纽公交场站
M487,金海燕花园
M308,宝龙地铁站
M406,洪湖公园①
高峰专线64,坑梓地铁站
101,西丽社区②(往北)
M362,赤尾天桥
58,南航公司
351,龙城广场地铁站②
M413,深南香蜜立交①
376,田贝地铁站
104,桃源村东
光明假日专线1,凤凰城地铁站
M437,田贝①
333,市二医院①
M269,平吉大道辅岐路口
M525,光明中心站
334,桃源村东
M309,塘坑地铁站
大鹏假日专线4,深圳书城
高峰166,华侨城医院
358（快线）,荷坳地铁站
K105,群星广场
85,门诊部①
52,赤尾天桥
833,坪山大道东纵路口
223,岗厦北地铁站①
M379,翻身地铁站
高快巴士42,软件产业基地
M467,科苑地铁站
高快巴士19,福华新村
B924,盐田区政府(A站台)
M473,固戍地铁站
M454,雅颂居
M137,上海宾馆东
M291,桥头地铁站
362,黄田1
M105,南油地铁站②
M463,深圳湾公园地铁站②
M295,横岗地铁站①
M358,草埔地铁站
615,福围
63,荔枝公园
M508,东门中①
M428,百鸽笼公交接驳站
85,洪安围
M246,黄田1
104,监控中心
莞747,光明中心站
高峰专线123,新彩隧道口
M394,炳坑西区站
M402,草埔地铁站
高峰专线49,海关综合大楼
72,桃源村
357,通新岭地铁站
M240,深云村
M511303,新洲村
M347,上沙村
B821,万科大厦
M245,洪浪北地铁站
M230,奥林华府
202,市总工会公交站
12,门诊部1西行方向
M433,华丰工业区公交站②
52,高训大厦（福强路东侧）
82,人民南地铁站
M398,深圳石油大厦
M109,软件产业基地
10,黄贝岭地铁站④
75,民乐地铁站4
M392,深南香蜜立交①
73,福田区委
606,凤凰岗村
M346,南坑村
高峰94,西丽社区①(往北)
M312,香域中央花园
M229,阳光天健城
M183,红桂路口
M219,大运地铁接驳站1
M308,炳坑西区站
高快37,翰岭地铁站
M291,机场东地铁公交接驳站
M182,购物公园地铁站
高快巴士97,门诊部①
M372,南山党校
M572,一层公交站台
M446,龙岗中专
E12,深圳湾公园地铁站②
M375,宝安中心站②
M505,富豪花园
85,红岭泥岗立交
34,福田保健院
M514,桥头地铁站
62,福民地铁站
M109,深南科苑立交北
M448,坂田石化新村
M385,坂田地铁站
21,监控中心
351,大运地铁站
M479,坪山中心公园
M460,梅林三村
高快巴士23,长岭陂地铁站
M446,大运中心体育馆
M410,合水口地铁站
81,红花岭站（东行）
N4,南航公司
323,体育馆①
M151,深圳高级中学东校区
26,白石洲③
4,体育馆东
B708,西丽社区②(往北)
惠州208,吉祥地铁站①
高峰专线29,布吉中学
M265,木棉湾地铁站1
梧桐山假日专线2,深圳东站东广场
M389,振华路中
M519,上沙村②
M198,岗头地铁站
14,红岭南路1
高峰专线19,木棉湾地铁站1
M418,南山党校
62,岗厦地铁站
M358,大冲①
215,国贸①
M396,南联地铁站
M361,坪山广场地铁站
M112,民治地铁站
高峰专线150,软件产业基地
M401,火车站
M313,洪浪北地铁站
307,上水径
338,大冲①
81,南头古城
M277,龙园路口
M453,新洲村
M555,莲塘口岸②
B972,光明大街地铁站
M241,水湾地铁站
22,城市山林东
M262,新彩隧道口
M172,上沙村
101,上海宾馆东
