高峰专线36号,22,创维大厦
高峰专线36号,23,大冲②
高峰专线36号,24,白石洲③
高峰专线36号,25,世界之窗地铁公交接驳
37,1,怡华工业区总站（巴士四公司）
37,2,大磡工业五路路口
37,3,深大丽湖校区东门
37,4,南科大中心
37,5,南科大微电子
37,6,塘朗地铁站
37,7,塘朗车辆段北
37,8,崇文花园
37,9,塘朗山隧道路口
37,10,大学城体育中心
37,11,大学城门
37,12,哈工大（深圳）
37,13,哈工大园区
37,14,桃源康复中心
37,15,红花岭
37,16,创客小镇
37,17,众冠花园
37,18,南方科技大学医院
37,19,留仙洞地铁站
37,20,留仙洞地铁站西
37,21,中兴人才公寓东
37,22,第二高级中学
37,23,TCL国际E城
37,24,同乐村
37,25,同乐学校
37,26,中山园
37,27,南山农批市场
37,28,方鼎华庭
37,29,汇金家园
37,30,麒麟花园
37,31,研祥科技大厦②
37,32,深圳大学
37,33,桂庙新村
37,34,南山书城地铁站②
37,35,佳嘉豪苑
37,36,北师大附小
37,37,后海新村
37,38,海月花园
37,39,半岛花园
37,40,湾厦村
37,41,永乐新村
37,42,东角头
37,43,蛇口新街
37,44,南山妇幼保健院
37,45,蛇口戏院
37,46,南水村史博物馆
37,47,海昌街
37,48,南海意库
37,49,海上世界公交接驳站
38,1,香梅北总站
38,2,福田外语学校西
38,3,福田外语学校东
38,4,景蜜村
38,5,景田北
38,6,监控中心
38,7,景新花园②
38,8,莲花山西②
38,9,莲花山公园
38,10,儿童医院
38,11,市民中心
38,12,市民中心东
38,13,岗厦地铁站
38,14,福华新村
38,15,福滨新村①
38,16,岗边村①
38,17,赤尾地铁站
38,18,滨河华强天桥
38,19,上步中学①
38,20,上步南天桥
38,21,滨江新村①
38,22,鹿丹村
38,23,金威大厦
38,24,罗湖小学②
38,25,人民南地铁站
38,26,火车站
41,1,桃源村总站
41,2,桃源村东
41,3,深云村
41,4,侨香村
41,5,北环香蜜立交
41,6,福田外语学校西
41,7,科技中学
41,8,妇儿大厦
41,9,景龙小学
41,10,鲁班大厦
41,11,莲花山西②
41,12,莲花山公园
41,13,中心书城北
41,14,少年宫东
41,15,市民中心东
41,16,大中华国际广场
41,17,福华三路口
41,18,会展中心
41,19,皇庭广场总站
41,20,
42,1,世界之窗总站
42,2,世界之窗①
42,3,白石洲③
42,4,大冲②
42,5,科技园②
42,6,深大北门②
42,7,荔香公园
42,8,新安古城
42,9,星海名城
42,10,大新小学
42,11,大新村
42,12,南山残联
42,13,鼎太风华
42,14,南山村西
42,15,太子山庄①
42,16,南山实验荔林小学
42,17,青青世界
42,18,深大附中
42,19,南山花园
42,20,前海兴海路口
42,21,信利康大厦
42,22,月亮湾填海区公交总站
43,1,华侨城创想大厦公交首末站
43,2,龙华绿廊公园
43,3,长岭陂地铁站
43,4,南山智园北
43,5,南方科技大学
43,6,中科院深圳先进院
43,7,深大总医院南
43,8,学苑丽水路口
43,9,丽水路南
43,10,平山一路路口
43,11,哈工大园区
43,12,桃源康复中心
43,13,红花岭
43,14,珠光北路
43,15,桃源文体中心
43,16,珠光村②
43,17,宝珠花园
43,18,龙井北路
43,19,龙井工业区
43,20,光前村
43,21,军休二所
43,22,市车管所
43,23,龙井路口
43,24,欧洲城东
43,25,香山西街路口
43,26,白石洲西
43,27,白石洲③
43,28,世界之窗地铁公交接驳站
44,1,石厦南总站
44,2,石厦南
44,3,市文化创意园
44,4,新洲村
44,5,沙尾
44,6,上沙村②
44,7,天安数码城
44,8,香蜜红荔立交
44,9,市委党校
44,10,北环香蜜立交
44,11,北环香梅北天桥
44,12,深圳石油大厦
44,13,广中医深圳医院
44,14,下梅林市场
44,15,梅林一村
44,16,梅林二村
44,17,梅林三村
44,18,梅林三村东
44,19,上梅林村
44,20,上梅林市场
44,21,福田二医院
44,22,上梅林公交总站
49,1,王京坑村
49,2,大磡安居苑
49,3,王京坑路口
49,4,大磡综合市场
49,5,大磡工业一路口
49,6,麒麟山疗养院
49,7,麒麟山庄接待处
49,8,资本市场学院东
49,9,资本市场学院
49,10,动物园
49,11,丽山路北
49,12,桃源街道办
49,13,桃源康复中心
49,14,红花岭
49,15,珠光北路
49,16,桃源文体中心
49,17,珠光村②
49,18,宝珠花园
49,19,龙井北路
49,20,龙井工业区
49,21,光前村
49,22,军休二所
49,23,市车管所
49,24,龙井路口
49,25,欧洲城东
49,26,大沙河公园
49,27,北环铜鼓天桥
49,28,清华信息港
49,29,科苑立交南
49,30,科苑北②
49,31,深南科苑立交北②
49,32,深大地铁站
49,33,中兴通讯②
49,34,高新公寓
49,35,高新南地铁站
49,36,沙河信息园
49,37,中信红树湾
49,38,深湾二路
49,39,沙河东公交总站
52,1,东昌总站
52,2,布心市场
52,3,彩世界家园
52,4,水库
52,5,水库新村②
52,6,怡景花园
52,7,怡景地铁站①
52,8,黄贝岭
52,9,滨江新村①
52,10,上步南天桥①
52,11,上步中学①
52,12,滨河华强天桥
52,13,赤尾地铁站
52,14,岗边村①
52,15,福滨新村①
52,16,联合广场
52,17,高训大厦
52,18,福民新村
52,19,国花路口
52,20,椰风路口
52,21,福源花园二期
52,22,福保桂花苑南
52,23,福田保税区总站（新）
52,24,
57,1,长岭东公交场站
57,2,罗湖公安分局
57,3,莲塘地铁站
57,4,莲塘街道办
57,5,鹏兴实验学校
57,6,罗湖外语学校
57,7,莲塘消防中队
57,8,莲塘口岸①
57,9,罗湖体育馆①
57,10,怡景地铁站②
57,11,荷花市场
57,12,华丽环岛
57,13,木头龙
57,14,翠竹苑
57,15,翠竹万家
57,16,康宁医院
57,17,翠北实验小学
57,18,田贝四路
57,19,笋岗村牌坊
57,20,田心村
57,21,梨园路东
57,22,梨园路
57,23,人才大市场
57,24,梅园路①
57,25,笋岗艺展中心
57,26,红岭泥岗立交
57,27,红岗西村
57,28,深圳边检总站医院①
57,29,清水河总站
58,1,南头火车西站
58,2,阳光棕榈园
58,3,大新村
58,4,大新地铁站
58,5,桃园南新路口
58,6,市六医院
58,7,市六医院东
58,8,南航公司
58,9,荔园大厦
58,10,滨海白石立交
58,11,滨海之窗①
58,12,滨海科苑立交
58,13,深圳湾体育中心
58,14,海滨实验小学
58,15,石洲中路
58,16,石洲北路
58,17,沙河东路口
58,18,香山西街路口
58,19,欧洲城东
58,20,龙井路口
58,21,龙珠四路
58,22,桃源村
58,23,桃源村东
58,24,深云村
58,25,侨香村
58,26,北环香蜜立交
58,27,北环香梅北天桥
58,28,深圳石油大厦
58,29,广中医深圳医院
58,30,景鹏大厦
58,31,北大医院②
58,32,莲花北村①
58,33,彩田村①
58,34,公交大厦
58,35,莲花一村
58,36,笔架山公园
58,37,市二医院①
58,38,体育馆西
58,39,泥岗村②
58,40,深圳边检总站医院②
58,41,清水河物流园区
58,42,青湖山庄
58,43,章輋村
58,44,德兴花园
58,45,钱排村
58,46,德福花园
58,47,莲花山庄
58,48,东升学校
58,49,金沙花园
58,50,又一村花园
58,51,大靓市场
58,52,翠枫实验学校
58,53,翠枫豪园
M559,1,沙湾公交场站
M559,2,彩世界家园
M559,3,景亿山庄
M559,4,东湖路
M559,5,翠园中学东晓校区
M559,6,东昌北
M559,7,太白路中
M559,8,松泉公寓
M559,9,翠竹大厦
M559,10,田贝四路
M559,11,田贝新村
M559,12,洪湖沃尔玛
M559,13,深圳中学
M559,14,晒布路
M559,15,东门②
M559,16,人民桥
M559,17,地王大厦
M559,18,红岭南路①
M559,19,滨江新村①
M559,20,上步南天桥①
M559,21,上步中学①
M559,22,滨河华强天桥
M559,23,赤尾地铁站
M559,24,岗边村①
M559,25,福滨新村①
M559,26,联合广场
M559,27,皇岗村北
M559,28,会展中心南
M559,29,新洲村牌坊①
M559,30,福田体育公园
M559,31,天安数码城
M559,32,招商银行大厦①
M559,33,福田交通枢纽公交场站
60,1,龙悦居公交总站
60,2,龙悦居总站
60,3,龙悦居二期
60,4,龙悦居四期
60,5,白石龙幼儿园
60,6,惠鑫公寓①
60,7,民乐地铁站②
60,8,翰岭院
60,9,档案中心
60,10,万科大厦
60,11,福田二医院
60,12,梅华中康路口
60,13,梅林三村东
60,14,梅林三村
60,15,梅林二村
60,16,下梅林市场②
60,17,景鹏大厦
60,18,莲花山西②
60,19,莲花山公园
60,20,儿童医院
60,21,市民中心
60,22,市民中心东
60,23,大中华国际广场
60,24,福华三路口
60,25,皇岗中学
60,26,福民地铁站
60,27,福强路口
60,28,福田水围村
60,29,福田水围天桥
60,30,益田花园西
60,31,绒花路口西①
60,32,福源花园二期
60,33,福保桂花苑南
60,34,平冠道
60,35,福田保税区总站（新）
61,1,六约新村总站
61,2,六约新村
61,3,中海大山地幼儿园
61,4,正大时代华庭
61,5,瑞泽佳园
61,6,梧桐学校
61,7,横岗高级中学
61,8,六约地铁站
61,9,深坑居民小组
61,10,金银坑
61,11,丹竹头社区
61,12,左庭右院①
61,13,大龙山物流园
61,14,石芽岭公园
61,15,布龙立交
61,16,大世纪花园
61,17,布吉天虹
61,18,布吉中学
61,19,森鑫源学校
61,20,金沙花园
61,21,东升学校
61,22,莲花山庄
61,23,德福花园
61,24,钱排村
61,25,德兴花园
61,26,章輋村
61,27,青湖山庄
61,28,清水河物流园区
61,29,清水河
61,30,深圳边检总站医院②
61,31,宝安北路口②
61,32,红岗花园
61,33,雅仕居
61,34,洪湖西路北
61,35,笋岗火车站
61,36,笋岗海关
61,37,罗湖和平大厦
61,38,穿孔桥
61,39,渔民村
61,40,火车站西广场公交总站
62,1,草埔吓屋村总站
62,2,绿景山庄
62,3,华港新村
62,4,理想新城
62,5,戒毒所
62,6,布心山庄
62,7,金稻田路口
62,8,东昌北
62,9,太白路中
62,10,松泉公寓
62,11,翠竹大厦
62,12,田贝地铁站
62,13,康宁医院
62,14,翠竹万家
62,15,翠竹苑
62,16,儿童公园①
62,17,笋岗桥
62,18,宝岗路南
